Open,High,Low,Close,Volume,Dividends,Stock Splits,date,Month,Day,Year,stochastic_k,stochastic_d,MACD,EMA_50,EMA_200,MA_50,MA_200,RSI 7,RSI 14,BB_Middle_Band,BB_Upper_Band,BB_Lower_Band,Aroon_Oscillator,ATR,UpMove,DownMove,Zero,PlusDM,MinusDM,plusDI,minusDI,ADX
142.16200256347656,146.14599609375,139.63600158691406,145.02999877929688,66060000,0,0.0,2020-04-24,4,24,2020,82.02100032129998,82.12322291392078,8.924066032269934,111.58422922655842,79.30706271769823,128.10115966796874,83.57347988128662,78.34381925298474,78.34381925298474,123.258,145.255,101.261,80.0,133.84671456473214,-0.6540069580078125,0.9900054931640625,0,0.0,0.9900054931640625,2.27407379766168,1.421207483093704,37.24196254132051
147.52200317382812,159.8979949951172,147.0,159.75,103407000,0,0.0,2020-04-27,4,27,2020,99.72301138797597,86.37726762069359,10.100722805207567,112.2400286295533,79.63404811206622,128.0801596069336,84.1336298751831,80.06641232642399,80.06641232642399,126.102,148.983,103.22,72.0,137.88257162911552,13.751998901367188,-7.3639984130859375,0,13.751998901367188,0.0,3.3006910941018326,1.2317131520145437,38.36284417451814
159.1280059814453,161.0,151.33799743652344,153.82400512695312,76110000,0,0.0,2020-04-28,4,28,2020,86.79280943532034,89.51227371486543,10.434768004329243,113.17159669564049,80.0326417455186,127.95651977539063,84.6576699066162,73.78304954507237,73.78304954507237,128.772,151.615,105.929,96.0,141.0778579711914,1.1020050048828125,-4.3379974365234375,0,1.1020050048828125,0.0,2.9647499487854376,1.0674847317459377,39.521458317979295
158.03399658203125,160.63999938964844,156.6320037841797,160.1020050048828,81080000,0,0.0,2020-04-29,4,29,2020,98.18872293748754,94.90151458692795,11.07837870040666,113.96870274331329,80.39976919585831,127.72496002197266,85.20467992782592,75.25641425153239,75.25641425153239,131.537,154.671,108.403,68.0,144.67314420427596,-0.3600006103515625,-5.29400634765625,0,0.0,0.0,2.5694499556140458,0.9251534341798129,40.52559057564564
171.03799438476562,173.96400451660156,152.6999969482422,156.37600708007812,142359500,0,0.0,2020-04-30,4,30,2020,69.6014433319215,84.86099190157645,11.159152161162012,114.87327729746171,80.79630443797754,127.18280029296875,85.73417995452881,71.19749070772284,71.19749070772284,134.54,156.74,112.34,68.0,147.65714481898718,13.324005126953125,3.9320068359375,0,13.324005126953125,0.0,3.4300046499927976,0.8017996429558378,43.40298049286752
151.0,154.5540008544922,136.60800170898438,140.26400756835938,162659000,0,0.0,2020-05-01,5,1,2020,14.043796131789266,60.61132080039943,9.809978676076383,115.68705631280714,81.1723291863518,126.39044036865235,86.18063999176026,55.08469798645313,55.08469798645313,137.009,156.704,117.313,76.0,148.37671661376953,-19.410003662109375,16.091995239257812,0,0.0,16.091995239257812,2.9726706966604244,2.140941578008476,39.78458330808858
140.1999969482422,152.39999389648438,139.60000610351562,152.23800659179688,96185500,0,0.0,2020-05-04,5,4,2020,44.58503038641242,42.7434232833744,9.596330099305447,116.16895731781798,81.46632255835078,125.83120056152343,86.68829002380372,55.168875558936556,55.168875558936556,139.82,157.235,122.405,76.0,149.1095744541713,-2.1540069580078125,-2.99200439453125,0,0.0,0.0,2.5763146037723677,1.8554827009406791,36.648639081280166
157.95799255371094,159.78399658203125,152.43600463867188,153.64199829101562,84958500,0,0.0,2020-05-05,5,5,2020,48.166092928129274,35.598306482110324,9.431581063889212,116.87619357809209,81.818426354817,125.56888061523438,87.19832000732421,53.97045289875091,53.97045289875091,142.34,157.711,126.969,76.0,149.6578598022461,7.384002685546875,-12.83599853515625,0,7.384002685546875,0.0,2.890662311486545,1.6080850074819217,35.563441097213044
155.3000030517578,157.9600067138672,152.2220001220703,156.51600646972656,55616000,0,0.0,2020-05-06,5,6,2020,55.4966227589656,49.415915357835765,9.424287388700805,117.59709170971804,82.1757634819995,125.49956085205078,87.72522003173827,53.87406489234279,53.87406489234279,144.711,158.229,131.194,76.0,150.19171687534876,-1.8239898681640625,0.2140045166015625,0,0.0,0.2140045166015625,2.505240669955006,1.412672014830891,34.53984872726587
155.44200134277344,159.27999877929688,154.47000122070312,156.00799560546875,57638500,0,0.0,2020-05-07,5,7,2020,54.200875299923524,52.6211969956728,9.270648601148622,118.36020768540449,82.54562153773666,125.50452087402344,88.24509000778198,52.745866015729206,52.745866015729206,147.023,157.957,136.089,76.0,150.56528799874442,1.3199920654296875,-2.2480010986328125,0,1.3199920654296875,0.0,2.28810069061969,1.2243157461867722,33.97272394883274
158.75399780273438,164.8000030517578,157.40199279785156,163.88400268554688,80432500,0,0.0,2020-05-08,5,8,2020,74.2896507168002,61.32904959189644,9.67291337966924,119.09839960540576,82.91111198437552,126.06620086669922,88.79963001251221,57.190661268231736,57.190661268231736,149.488,158.019,140.956,76.0,151.60900224958147,5.5200042724609375,-2.9319915771484375,0,5.5200042724609375,0.0,2.468480273583168,1.0610736466952024,34.75968276055763
