Open,High,Low,Close,Volume,Dividends,Stock Splits,date,Month,Day,Year,stochastic_k,stochastic_d,MACD,EMA_50,EMA_200,MA_50,MA_200,RSI 7,RSI 14,BB_Middle_Band,BB_Upper_Band,BB_Lower_Band,Aroon_Oscillator,ATR,UpMove,DownMove,Zero,PlusDM,MinusDM,plusDI,minusDI,ADX
23.100000381469727,25.0,21.200000762939453,21.219999313354492,82219700,0,0,2020-08-27,8,27,2020,,,,,,,,,,,,,0.0,,,,0,0.0,0.0,,,
23.979999542236328,24.399999618530273,22.020000457763672,22.790000915527344,44847300,0,0,2020-08-28,8,28,2020,,,,21.219999313354492,21.219999313354492,,,0.0,0.0,,,,0.0,,-0.6000003814697266,-0.8199996948242188,0,0.0,0.0,,,
22.690000534057617,22.790000915527344,20.329999923706055,20.5,20816000,0,0,2020-08-31,8,31,2020,,,,22.012772399600188,22.006957722423678,,,0.0,0.0,,,,0.0,,-1.6099987030029297,1.6900005340576172,0,0.0,1.6900005340576172,,,
20.979999542236328,21.790000915527344,20.100000381469727,21.610000610351562,15291400,0,0,2020-09-01,9,1,2020,,,,21.498497009277344,21.50213107137071,,,0.0,0.0,,,,0.0,,-1.0,0.22999954223632812,0,0.0,0.22999954223632812,,,
21.989999771118164,22.0,20.3799991607666,21.09000015258789,9090100,0,0,2020-09-02,9,2,2020,,,,21.527206317268003,21.529300541698614,,,0.0,0.0,,,,0.0,,0.20999908447265625,-0.279998779296875,0,0.20999908447265625,0.0,,,
20.93000030517578,21.049999237060547,20.0,20.030000686645508,7897100,0,0,2020-09-03,9,3,2020,,,,21.436268123355216,21.440561874036828,,,0.0,0.0,,,,0.0,,-0.9500007629394531,0.37999916076660156,0,0.0,0.37999916076660156,,,
19.979999542236328,20.18000030517578,18.010000228881836,19.030000686645508,10957400,0,0,2020-09-04,9,4,2020,,,,21.190135734630566,21.202527279718893,,,0.0,0.0,,,,0.0,,-0.8699989318847656,1.989999771118164,0,0.0,1.989999771118164,,,
17.90999984741211,18.559999465942383,17.3700008392334,17.729999542236328,8724000,0,0,2020-09-08,9,8,2020,,,,20.86291348785504,20.887503280888197,,,0.0,0.0,,,,0.0,,-1.6200008392333984,0.6399993896484375,0,0.0,0.6399993896484375,,,
18.575000762939453,18.649999618530273,17.90999984741211,18.06999969482422,5889000,0,0,2020-09-09,9,9,2020,,,,20.443625788423887,20.48589122225858,,,0.0,0.0,,,,0.0,,0.09000015258789062,-0.5399990081787109,0,0.09000015258789062,0.0,,,
18.31399917602539,19.5049991607666,18.309999465942383,19.280000686645508,15465200,0,0,2020-09-10,9,10,2020,,,,20.158522024687823,20.21207248845254,,,0.0,0.0,,,,0.0,,0.8549995422363281,-0.39999961853027344,0,0.8549995422363281,0.0,,,
19.489999771118164,19.549999237060547,18.360000610351562,19.100000381469727,4259700,0,0,2020-09-11,9,11,2020,,,,20.062636995060526,20.1167595004791,,,0.0,0.0,,,,0.0,,0.04500007629394531,-0.05000114440917969,0,0.04500007629394531,0.0,,,
19.139999389648438,20.559999465942383,18.3799991607666,20.479999542236328,6296600,0,0,2020-09-14,9,14,2020,,,,19.966205398135596,20.022004598971076,,,0.0,0.0,,,,0.0,,1.010000228881836,-0.019998550415039062,0,1.010000228881836,0.0,,,
20.59000015258789,21.139999389648438,20.260000228881836,21.1200008392334,4332400,0,0,2020-09-15,9,15,2020,,,,20.013836934423242,20.061226479160865,,,0.0,0.0,,,,0.0,,0.5799999237060547,-1.8800010681152344,0,0.5799999237060547,0.0,,,
